,pl_name,# name,ra_x,ra_y,dec_x,dec_y,st_vj,mag_v,pl_bmassj,mass_sini,pl_radj,radius,pl_orbper,orbital_period,pl_orbsmax,semi_major_axis,pl_orbeccen,eccentricity,pl_def_reflink,pl_disc_reflink,checked_coords,min_distance
46,hats17b,hats17b,192.189799,192.191666682,-47.613693,-47.613611133999996,12.39,12.4,1.338,1.338,0.777,0.777,16.254611,16.254610999999997,0.1308,0.1308,0.029,0.028999999999999998,"<a refstr=""BRAHM ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151...89B target=ref>Brahm et al. 2016</a>","<a refstr=""BRAHM ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151...89B target=ref>Brahm et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 192.189799, -47.613693)>",20046.20817597833
47,hats18b,hats18b,173.957397,173.95833335,-29.156012,-29.156111119000002,14.067,14.0,1.98,,1.337,1.337,0.8378434,0.8378434000000001,0.01761,0.01761,0.166,0.166,"<a refstr=""PENEV ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..127P target=ref>Penev et al. 2016</a>","<a refstr=""PENEV ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..127P target=ref>Penev et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 173.957397, -29.156012)>",12178.327129416457
48,hats22b,hats22b,174.00972,174.008333334,-29.543312,-29.600555568,13.455,13.46,2.74,,0.953,0.953,4.7228124,4.7228124000000005,0.05025,0.05025,0.079,0.079,"<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 174.00972, -29.543312)>",10790.071812241287
49,hats23b,hats23b,286.36669900000004,286.36666667599997,-50.067352,-50.067500001999996,13.901,13.9,1.47,,1.86,1.86,2.1605156,2.1605156,0.03397,0.03397,0.114,0.114,"<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 286.366699, -50.067352)>",71592.90794180195
50,hats24b,hats24b,268.89068599999996,268.891666678,-61.747310999999996,-61.747222248,12.83,12.8,2.44,,1.4869999999999999,1.4869999999999999,1.3484954,1.3484954,0.02547,0.02547,0.242,0.24,"<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<a refstr=""BENTO ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.468..835B target=ref>Bento et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 268.890686, -61.747311)>",77191.48865129909
51,hats25b,hats25b,207.907777,207.907500013,-23.781174,-23.781166693600003,13.097000000000001,13.1,0.613,,1.26,1.26,4.2986432,4.2986432,0.051629999999999995,0.051629999999999995,0.176,0.08800000000000001,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 207.907777, -23.781174)>",30335.70362980981
52,hats26b,hats26b,144.926863,144.926833347,-28.585590000000003,-28.5855833468,12.955,12.955,0.65,,1.75,1.75,3.3023881,3.3023881,0.04735,0.04735,0.245,0.122,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 144.926863, -28.58559)>",52901.95778609383
53,hats27b,hats27b,193.55256,193.55250000400002,-46.587715,-46.587722237399994,12.765999999999998,12.8,0.53,,1.5,1.5,4.637038,4.6370379999999995,0.0611,0.0611,0.581,0.29,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 193.55256, -46.587715)>",16317.131699869751
54,hats28b,hats28b,284.39968500000003,284.400000012,-49.13847,-49.138472228999994,13.934000000000001,,0.672,,1.194,1.194,3.1810781,3.1810781,0.04131,0.04131,0.202,0.10099999999999999,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 284.399685, -49.13847)>",74906.33372224242
55,hats29b,hats29b,285.096424,135.096000008,-54.893192000000006,-54.89319447,12.612,12.6,0.653,,1.251,1.251,4.6058749,4.605874900000001,0.05475,0.05475,0.158,0.079,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 285.096424, -54.893192)>",54182.30465287841
56,hats30b,hats30b,5.618693,5.61870834283,-59.942551,-59.9425555816,12.192,12.192,0.706,,1.175,1.175,3.1743516,3.1743516,0.043539999999999995,0.043539999999999995,0.096,0.048,"<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<a refstr=""ESPINOZA ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..108E target=ref>Espinoza et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 5.618693, -59.942551)>",11885.466780574237
57,hats31b,hats31b,191.702789,191.70416668299998,-24.427364,-24.427500017,13.105,13.1,0.88,,1.64,1.64,3.37796,3.37796,0.0478,0.0478,0.233,0.233,"<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 191.702789, -24.427364)>",19225.67681900988
58,hats32b,hats32b,346.075073,346.075000006,-21.271938000000002,-21.271944454,14.384,14.38,0.92,,1.249,1.249,2.8126548,2.8126548,0.04024,0.04024,0.471,0.47100000000000003,"<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 346.075073, -21.271938)>",58461.58965903832
59,hats33b,hats33b,294.63363599999997,294.633333344,-55.330105,-55.330000016999996,11.911,11.9,1.192,,1.23,1.23,2.5495551,2.5495551,0.03727,0.03727,0.08,0.08,"<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.633636, -55.330105)>",119255.49833887187
60,hats34b,hats34b,0.7744850000000001,0.7750000020000001,-62.469341,-62.469444456000005,13.849,13.85,0.941,,1.43,1.43,2.1061607,2.1061607,0.03166,0.03166,0.108,0.0,"<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 0.774485, -62.469341)>",48245.775627736075
61,hats35b,hats35b,296.688263,296.687500015,-63.565608999999995,-63.565555579,12.56,12.56,1.222,,1.464,1.464,1.8209993,1.8209933,0.03199,0.03199,0.306,0.0,"<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<a refstr=""DE VAL-BORRO ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152..161D target=ref>de Val-Borro et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 296.688263, -63.565609)>",92839.68812625096
62,hats36b,hats36b,291.478699,291.478500018,-23.202793,-23.202777784000002,14.386,14.386,3.216,,1.235,1.263,4.1752387,4.1752379,0.05425,0.0529,0.105,0.294,"<a refstr=""BAYLISS ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..119B target=ref>Bayliss et al. 2018</a>","<a refstr=""BAYLISS ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..119B target=ref>Bayliss et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 291.478699, -23.202793)>",4272.528913651474
63,hats39b,hats39b,112.41928899999999,112.42083334700001,-29.937889000000002,-29.9377778,12.745999999999999,12.75,0.63,,1.57,1.57,4.5776348,4.5776348,0.060070000000000005,0.06,0.275,0.275,"<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 112.419289, -29.937889)>",27735.9619333992
64,hats40b,hats40b,100.571251,100.57083333899999,-29.776806,-29.776944468000003,13.377,13.4,1.59,,1.58,1.58,3.2642736,3.2642736,0.04997,0.04997,0.312,0.312,"<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 100.571251, -29.776806)>",9147.412173914907
65,hats41b,hats41b,103.517418,103.516666668,-27.050388,-27.050277779,12.681,17.7,9.7,,1.33,1.33,4.193649,4.193649,0.0583,0.0583,0.38,0.38,"<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 103.517418, -27.050388)>",24765.45526683317
66,hats42b,hats42b,108.45241499999999,108.450000016,-33.437332,-33.437222234000004,13.617,13.6,1.88,,1.4,1.4,2.292102,2.292102,0.03689,0.03689,0.229,0.22899999999999998,"<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<a refstr=""BENTO ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..712B target=ref>Bento et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 108.452415, -33.437332)>",171724.4660718908
67,hats43b,hats43b,80.53817,80.5381666697,-30.970833000000002,-30.970833356,13.593,13.593,0.261,,1.18,1.18,4.3888497,4.388849700000001,0.04944,0.04944,0.173,0.17300000000000001,"<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 80.53817, -30.970833)>",103301.51734768927
68,hats44b,hats44b,84.326706,84.3267083395,-27.972609999999996,-27.9726111352,14.427999999999999,14.427999999999999,0.56,,1.067,1.067,2.7439004,2.7439004000000002,0.036489999999999995,0.036489999999999995,0.279,0.27899999999999997,"<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 84.326706, -27.97261)>",122544.45404420632
69,hats45b,hats45b,101.994293,101.994291686,-21.910694,-21.910694471,13.307,13.307,0.7,,1.286,1.286,4.1876244,4.1876244,0.05511,0.05511,0.24,0.24,"<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 101.994293, -21.910694)>",39511.24148706543
70,hats46b,hats46b,6.702417,6.70241668286,-56.316113,-56.31611113,13.634,13.634,0.173,,0.903,0.903,4.7423729,4.7423729,0.05367,0.05367,0.559,0.5589999999999999,"<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<a refstr=""BRAHM ET AL. 2018"" href=http://adsabs.harvard.edu/abs/2018AJ....155..112B target=ref>Brahm et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 6.702417, -56.316113)>",1719.3300122560913
71,hats50b,hats50b,300.42749,300.42916668099997,-26.077582999999997,-26.07750001,14.033,14.0,0.39,,1.13,1.13,3.8297015,3.8297015,0.050460000000000005,0.050460000000000005,0.516,0.516,"<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 300.42749, -26.077583)>",34332.44901091086
72,hats51b,hats51b,102.847504,102.845833341,-29.058611,-29.058611119000002,12.470999999999998,12.5,0.768,,1.41,1.41,3.3488702,3.3488702000000004,0.04639,0.04639,0.33,0.33,"<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 102.847504, -29.058611)>",14686.834571895937
73,hats52b,hats52b,140.08770800000002,140.08750000700002,-31.269333000000003,-31.269444452,13.669,13.7,2.24,,1.382,1.382,1.36665436,1.3665436000000002,0.024980000000000002,0.024980000000000002,0.246,0.24600000000000002,"<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 140.087708, -31.269333)>",185905.00180163077
74,hats53b,hats53b,176.628006,176.629166677,-33.860054,-33.860000025,13.79,13.8,0.595,,1.34,1.34,3.8537768,3.8537767999999994,0.04753,0.04753,0.33,0.33,"<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<a refstr=""HENNING ET AL. 2018"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155...79H target=ref>Henning et al. 2018</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 176.628006, -33.860054)>",23908.612557813
75,hats7b,hats7b,208.85699499999998,208.85700000900002,-21.207695,-21.207694454600002,13.34,13.34,0.12,,0.563,0.563,3.185315,3.185315,0.040119999999999996,0.040119999999999996,0.17,0.0,"<a refstr=""BAKOS ET AL. 2015"" href=http://adsabs.harvard.edu/abs/2015ApJ...813..111B target=ref>Bakos et al. 2015</a>","<a refstr=""BAKOS ET AL. 2015"" href=http://adsabs.harvard.edu/abs/2015ApJ...813..111B target=ref>Bakos et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 208.856995, -21.207695)>",39427.554817933014
76,hats8b,hats8b,294.941746,294.941666682,-25.748317999999998,-25.74833336,14.03,14.03,0.138,0.138,0.873,0.873,3.583893,3.583893,0.046669999999999996,0.046669999999999996,0.376,0.38,"<a refstr=""BAYLISS ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150...49B target=ref>Bayliss et al. 2015</a>","<a refstr=""BAYLISS ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015AJ....150...49B target=ref>Bayliss et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 294.941746, -25.748318)>",12927.21539419024
77,hd103720b,hd103720b,179.1716,179.170833347,-2.778953,-2.778888914,9.49,9.49,0.62,0.62,,,4.5557,4.5557,0.0498,0.0498,0.086,0.086,"<a refstr=""MOUTOU ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>","<a refstr=""MOUTOU ET AL. 2015"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576A..48M target=ref>Moutou et al. 2015</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 179.1716, -2.778953)>",33584.757774256774
78,hd106315b,hd106315b,183.472473,183.47083335099998,-0.393484,-0.393611127,8.951,9.0,,,0.214,0.218,9.55385,9.5521,0.08887,0.09012,0.31,0.3,"<a refstr=""RODRIGUEZ ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..256R target=ref>Rodriguez et al. 2017</a>","<a refstr=""CROSSFIELD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..255C target=ref>Crossfield et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 183.472473, -0.393484)>",11575.836701274786
79,hd106315c,hd106315c,183.472473,183.47083335099998,-0.393484,-0.393611127,8.951,9.0,,,0.39299999999999996,0.35200000000000004,21.058,21.0576,0.1503,0.1526,0.18,0.23,"<a refstr=""RODRIGUEZ ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..256R target=ref>Rodriguez et al. 2017</a>","<a refstr=""CROSSFIELD ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..255C target=ref>Crossfield et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 183.472473, -0.393484)>",11575.836701274786
80,hd109271b,hd109271b,188.398148,188.4,-11.621868,-11.6219,8.055,8.05,0.054,0.054000000000000006,,,7.8543,7.8543,0.079,0.079,0.25,0.25,"<a refstr=""LO CURTO ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>","<a refstr=""LO CURTO ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 188.398148, -11.621868)>",105125.3086825697
81,hd109271c,hd109271c,188.398148,188.4,-11.621868,-11.6219,8.055,8.05,0.076,0.076,,,30.93,30.93,0.196,0.196,0.15,0.15,"<a refstr=""LO CURTO ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>","<a refstr=""LO CURTO ET AL. 2013"" href=http://adsabs.harvard.edu/abs/2013A%26A...551A..59L target=ref> Lo Curto et al. 2013 </a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 188.398148, -11.621868)>",105125.3086825697
82,hd111591b,hd111591b,192.572067,192.57083333900002,22.863407000000002,22.863333361,6.4270000000000005,6.6,4.4,4.4,,,1056.4,1056.4,2.5,2.5,0.26,0.26,"<a refstr=""JEONG ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>","<a refstr=""JEONG ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 192.572067,  22.863407)>",233777.14252397147
83,hd113996b,hd113996b,196.794708,196.795833337,27.624740999999997,27.624722241,4.82,4.9,6.3,6.3,,,610.2,610.2,1.6,1.6,0.28,0.28,"<a refstr=""JEONG ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>","<a refstr=""JEONG ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv171107173J target=ref>Jeong et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 196.794708,  27.624741)>",11151.779871115516
84,hd12484b,hd12484b,30.611373999999998,30.612500009,2.815859,2.815833362,8.17,8.17,2.98,2.98,,,58.83,58.83,0.297,0.297,0.07,0.07,"<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<a refstr=""H&EACUTE;BRARD ET AL. 2016"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...588A.145H target=ref>H&eacute;brard et al. 2016</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 30.611374,  2.815859)>",8852.362146944482
85,hd128356b,hd128356b,219.270355,219.270833335,-25.802563,-25.802500018000003,8.29,8.29,0.89,0.89,,,298.2,298.2,0.87,0.87,0.57,0.57,"<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<a refstr=""JENKINS ET AL. 2017"" href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.466..443J target=ref>Jenkins et al. 2017</a>","<SkyCoord (ICRS): (ra, dec) in deg
    ( 219.270355, -25.802563)>",126142.85145844822
